,Date,truckid,nbags,net_weight,origin,supplier,moisture,nut_count,outturn,defective,price,year,month,day,avg_wpb
228,2016-03-14,9821FJ04,442,40866,19,34,10.5,196.0,47.34,9.8,600.0,2016,3,14,92.45701357466064
229,2016-03-15,6763FV01,474,40050,66,43,18.0,189.0,45.4,12.8,590.0,2016,3,15,84.49367088607595
230,2016-03-16,4070GZ01,441,39559,66,43,14.0,187.0,46.11,13.9,590.0,2016,3,16,89.70294784580499
231,2016-03-16,8010EJ01,416,40088,82,107,21.2,174.0,44.35,14.8,600.0,2016,3,16,96.36538461538461
232,2016-03-17,833GG01,446,36998,87,43,13.2,187.0,46.28,13.3,590.0,2016,3,17,82.95515695067265
233,2016-03-17,3510GY01,423,37573,87,43,12.3,194.0,46.12,14.3,590.0,2016,3,17,88.82505910165484
234,2016-03-17,7922GR01,367,34629,9,79,10.06,189.0,45.4,11.8,600.0,2016,3,17,94.35694822888283
235,2016-03-18,2081GA03,391,35489,82,107,13.2,195.0,46.37,16.1,600.0,2016,3,18,90.76470588235294
236,2016-03-18,5490GZ01,480,37532,66,43,11.9,196.0,47.87,15.0,600.0,2016,3,18,78.19166666666666
237,2016-03-18,9912FH03,469,40407,66,43,9.6,205.0,46.9,14.4,600.0,2016,3,18,86.15565031982942
238,2016-03-18,2951GY01,403,36721,87,43,13.2,194.0,47.16,13.2,600.0,2016,3,18,91.11910669975187
239,2016-03-18,1450FG01,485,39559,9,73,10.23,200.0,46.37,14.1,600.0,2016,3,18,81.56494845360825
240,2016-03-19,8111GB01,181,17899,32,32,9.8,190.0,46.64,16.0,590.0,2016,3,19,98.88950276243094
241,2016-03-19,730GH02,445,40295,66,44,14.1,200.0,49.93,14.0,600.0,2016,3,19,90.5505617977528
242,2016-03-19,4607FH01,440,38660,87,45,13.2,192.0,45.67,13.8,600.0,2016,3,19,87.86363636363636
243,2016-03-19,378FK01,427,37773,55,4,11.2,205.0,46.11,15.0,600.0,2016,3,19,88.46135831381733
244,2016-03-21,4070GZ01,459,40333,66,43,14.7,196.0,45.58,15.8,600.0,2016,3,21,87.87145969498911
245,2016-03-21,5470GZ01,430,36666,66,43,15.3,201.0,42.32,19.1,600.0,2016,3,21,85.26976744186047
246,2016-03-21,8728EL02,468,41192,11,12,11.7,195.0,42.94,22.3,610.0,2016,3,21,88.01709401709402
247,2016-03-21,3510GY01,420,36760,66,43,15.56,192.0,46.64,16.0,600.0,2016,3,21,87.52380952380952
248,2016-03-21,2301FS01,432,39708,78,96,14.8,192.0,46.46,17.5,610.0,2016,3,21,91.91666666666667
249,2016-03-21,7922GR01,380,35176,9,79,12.1,190.0,45.49,15.5,610.0,2016,3,21,92.56842105263158
250,2016-03-21,1424FK01,369,34651,9,72,13.46,195.0,47.16,12.6,610.0,2016,3,21,93.90514905149051
251,2016-03-22,4566FK01,338,28882,43,29,14.5,176.0,45.05,12.7,610.0,2016,3,22,85.44970414201184
252,2016-03-24,5490FB01,376,34692,66,45,14.36,189.0,44.52,14.0,600.0,2016,3,24,92.26595744680851
253,2016-03-24,5470GZ01,463,38321,66,43,10.61,196.0,45.58,16.1,600.0,2016,3,24,82.76673866090712
254,2016-03-24,378FK01,450,38358,66,43,11.5,190.0,46.81,12.6,600.0,2016,3,24,85.24
255,2016-03-24,8592GZ01,379,34517,9,72,13.4,182.0,46.11,10.9,625.0,2016,3,24,91.07387862796834
256,2016-03-24,487GH01,458,37878,85,4,13.3,190.0,44.88,20.0,600.0,2016,3,24,82.70305676855895
257,2016-03-25,4349EA01,403,35273,87,43,14.16,190.0,44.17,22.9,610.0,2016,3,25,87.52605459057072
258,2016-03-25,2480FH01,343,31901,9,79,13.3,188.0,46.28,11.2,625.0,2016,3,25,93.00583090379008
259,2016-03-25,7922GR01,397,36011,9,79,14.2,186.0,46.72,11.8,625.0,2016,3,25,90.70780856423174
260,2016-03-26,5869FB01,445,37975,85,103,13.1,190.0,44.7,16.8,625.0,2016,3,26,85.33707865168539
261,2016-03-26,5690FR03,451,38765,31,96,10.3,189.0,45.76,7.5,620.0,2016,3,26,85.95343680709534
262,2016-03-26,2665FG01,395,35129,32,126,13.1,182.0,44.88,16.0,610.0,2016,3,26,88.93417721518988
263,2016-03-26,4070GZ01,444,39972,66,43,10.93,206.0,45.93,9.5,610.0,2016,3,26,90.02702702702703
264,2016-03-26,2342FP01,395,35161,66,43,13.0,201.0,45.05,14.7,610.0,2016,3,26,89.01518987341773
265,2016-03-28,5490FB01,431,37909,66,43,13.5,190.0,44.44,15.0,610.0,2016,3,28,87.95591647331787
266,2016-03-28,5470GZ01,452,38084,66,43,14.0,206.0,45.05,13.5,610.0,2016,3,28,84.2566371681416
267,2016-03-29,3510GY01,403,36773,87,43,16.0,180.0,45.4,14.5,620.0,2016,3,29,91.24813895781638
268,2016-03-29,4234EZ02,203,19337,32,32,10.93,182.0,47.34,9.5,610.0,2016,3,29,95.25615763546799
269,2016-03-29,8084CB06,389,38319,79,132,12.6,196.0,45.23,15.7,620.0,2016,3,29,98.50642673521851
270,2016-03-29,8853FL02,458,40322,11,94,10.4,176.0,45.84,13.1,630.0,2016,3,29,88.03930131004367
271,2016-03-30,3014FC04,455,40213,82,26,12.0,192.0,45.76,14.0,620.0,2016,3,30,88.38021978021978
272,2016-03-31,487GH01,435,38073,66,43,11.8,206.0,46.99,16.6,620.0,2016,3,31,87.52413793103449
273,2016-03-31,2345EG01,516,40088,35,78,14.0,192.0,46.46,17.2,620.0,2016,3,31,77.68992248062015
274,2016-03-31,2984EN01,502,40034,35,78,15.0,170.0,37.13,19.0,620.0,2016,3,31,79.74900398406375
275,2016-03-31,4607FH01,357,32115,49,88,15.1,182.0,42.94,22.0,620.0,2016,3,31,89.95798319327731
276,2016-04-02,5490GZ01,421,37889,66,43,14.0,192.0,45.93,11.3,640.0,2016,4,2,89.99762470308788
277,2016-04-02,4070GZ01,460,40204,66,43,13.7,209.0,43.47,17.8,640.0,2016,4,2,87.4
278,2016-04-02,9912FH03,462,39710,66,43,12.2,192.0,44.0,16.2,640.0,2016,4,2,85.95238095238095
279,2016-04-02,3510GY01,415,35881,87,43,12.0,192.0,40.12,26.4,640.0,2016,4,2,86.46024096385543
280,2016-04-02,378FK01,428,36148,39,101,13.63,192.0,45.49,12.9,640.0,2016,4,2,84.45794392523365
281,2016-04-04,5470GZ01,460,37640,66,43,14.3,210.0,43.64,19.8,640.0,2016,4,4,81.82608695652173
282,2016-04-04,8592GZ01,374,34082,8,72,13.0,204.0,46.46,12.6,640.0,2016,4,4,91.1283422459893
283,2016-04-04,9904FH03,454,40694,13,94,13.07,200.0,45.76,20.0,650.0,2016,4,4,89.63436123348018
284,2016-04-04,2081GA03,395,34701,82,107,13.6,198.0,46.81,16.0,640.0,2016,4,4,87.85063291139241
285,2016-04-04,2665FG03,465,40355,82,26,11.0,206.0,44.35,20.0,640.0,2016,4,4,86.78494623655914
286,2016-04-04,8111GB01,119,12033,87,82,10.71,196.0,46.11,13.5,640.0,2016,4,4,101.11764705882354
287,2016-04-04,1131FJ01,360,32756,43,80,11.8,192.0,46.81,12.8,640.0,2016,4,4,90.9888888888889
288,2016-04-04,7911GR01,397,34867,9,65,15.3,190.0,46.46,11.0,640.0,2016,4,4,87.82619647355163
289,2016-04-05,409EB01,386,35062,60,10,11.8,196.0,45.58,9.0,650.0,2016,4,5,90.83419689119171
290,2016-04-05,6091EH01,437,39839,57,92,13.6,195.0,46.64,14.2,660.0,2016,4,5,91.16475972540046
291,2016-04-05,9446EL03,424,39028,57,39,13.0,200.0,47.34,9.2,650.0,2016,4,5,92.04716981132076
292,2016-04-05,4329GZ01,415,36233,87,43,14.5,196.0,43.82,19.1,650.0,2016,4,5,87.30843373493975
293,2016-04-06,972FP02,422,37782,11,12,16.2,192.0,41.62,26.1,670.0,2016,4,6,89.5308056872038
294,2016-04-06,6920FH01,417,36051,66,43,12.1,203.0,44.52,16.4,660.0,2016,4,6,86.45323741007195
295,2016-04-06,9728FL01,368,33464,32,32,11.1,188.0,44.8,17.1,660.0,2016,4,6,90.93478260869566
296,2016-04-07,8728EL02,480,40824,11,28,13.2,193.0,43.64,23.5,670.0,2016,4,7,85.05
297,2016-04-07,7922GR01,400,35980,9,63,14.6,205.0,44.7,15.3,660.0,2016,4,7,89.95
298,2016-04-08,5470GZ01,424,38932,66,43,12.6,206.0,43.2,18.6,675.0,2016,4,8,91.82075471698113
299,2016-04-08,209FC01,489,40647,32,125,12.3,202.0,42.59,23.2,650.0,2016,4,8,83.12269938650307
300,2016-04-08,2665FG01,484,42952,32,125,16.0,206.0,40.48,23.3,650.0,2016,4,8,88.74380165289256
301,2016-04-09,3990EP01,415,37945,87,101,14.33,192.0,40.04,21.9,675.0,2016,4,9,91.43373493975903
302,2016-04-09,3812GX01,469,43487,60,61,8.8,198.0,45.76,9.4,675.0,2016,4,9,92.7228144989339
303,2016-04-09,2325FP01,437,37435,66,43,15.6,196.0,43.16,20.2,675.0,2016,4,9,85.66361556064074
304,2016-04-11,4271GY02,420,36580,87,43,16.0,196.0,41.71,21.6,675.0,2016,4,11,87.0952380952381
305,2016-04-11,5824HA01,400,34620,9,65,20.0,200.0,42.41,20.6,685.0,2016,4,11,86.55
306,2016-04-11,1440ET02,450,40306,11,40,12.0,192.0,45.49,17.3,695.0,2016,4,11,89.56888888888889
307,2016-04-11,3494FK03,444,38808,49,89,11.2,192.0,46.81,11.9,700.0,2016,4,11,87.4054054054054
308,2016-04-11,3014FC04,535,41985,82,27,12.6,198.0,41.97,23.9,690.0,2016,4,11,78.4766355140187
309,2016-04-11,7563GY01,393,41567,79,78,14.2,194.0,38.89,26.6,700.0,2016,4,11,105.76844783715013
310,2016-04-11,7922GR01,399,34545,9,65,13.0,200.0,45.4,17.3,700.0,2016,4,11,86.57894736842105
311,2016-04-11,8499FP01,499,42501,50,96,13.0,192.0,45.23,16.7,695.0,2016,4,11,85.17234468937876
312,2016-04-11,7800GY01,433,40599,79,78,11.6,194.0,46.64,13.4,700.0,2016,4,11,93.7621247113164
313,2016-04-11,9787HA03,458,40598,60,81,12.0,204.0,45.76,10.4,700.0,2016,4,11,88.64192139737992
314,2016-04-11,487GH01,414,36586,52,101,15.0,192.0,42.76,15.6,690.0,2016,4,11,88.3719806763285
315,2016-04-11,5869FB01,408,36188,66,101,12.0,192.0,46.99,15.7,690.0,2016,4,11,88.69607843137256
316,2016-04-12,8728EL02,470,41078,11,94,14.0,192.0,46.11,19.1,700.0,2016,4,12,87.4
317,2016-04-12,631EZ04,344,30672,43,105,16.0,190.0,43.73,20.2,700.0,2016,4,12,89.16279069767442
318,2016-04-12,8998FH01,473,39607,39,78,14.6,194.0,40.12,23.1,700.0,2016,4,12,83.73572938689217
319,2016-04-12,70003EL01,375,31341,43,95,14.7,180.0,44.0,23.4,700.0,2016,4,12,83.576
320,2016-04-12,209FC01,489,41067,82,91,13.0,208.0,46.46,16.2,690.0,2016,4,12,83.98159509202453
321,2016-04-12,9728FL01,382,34222,32,33,12.7,189.0,44.88,18.8,685.0,2016,4,12,89.58638743455498
322,2016-04-12,833GG01,448,37828,87,43,12.4,210.0,43.13,22.8,690.0,2016,4,12,84.4375
323,2016-04-12,6102GV01,412,36872,60,49,11.4,192.0,45.23,12.8,690.0,2016,4,12,89.49514563106796
324,2016-04-13,6378GJ01,427,39813,60,100,10.6,182.0,48.22,6.7,700.0,2016,4,13,93.23887587822014
325,2016-04-13,8592GZ01,396,35644,9,72,10.4,196.0,46.2,14.2,700.0,2016,4,13,90.01010101010101
326,2016-04-13,6149FZ03,506,40858,48,98,11.0,189.0,44.63,11.4,690.0,2016,4,13,80.74703557312253
327,2016-04-13,1073FL01,419,36677,66,42,13.0,193.0,41.88,18.9,690.0,2016,4,13,87.5346062052506
328,2016-04-13,3876EX01,389,35051,9,72,11.0,190.0,46.64,7.9,700.0,2016,4,13,90.10539845758355
329,2016-04-13,8853FL02,483,40457,38,94,12.0,190.0,44.88,11.1,700.0,2016,4,13,83.76190476190476
330,2016-04-13,8040FJ03,465,39823,66,43,14.49,197.0,44.44,18.1,690.0,2016,4,13,85.64086021505376
331,2016-04-13,8010FJ03,434,38430,57,107,12.0,192.0,45.93,12.0,690.0,2016,4,13,88.54838709677419
332,2016-04-13,3966FZ01,457,40271,60,100,11.0,190.0,44.35,11.0,700.0,2016,4,13,88.12035010940919
333,2016-04-13,5490GZ01,427,37581,66,43,13.0,204.0,45.4,15.2,690.0,2016,4,13,88.01170960187353
334,2016-04-14,2344FP01,440,39060,66,43,15.0,193.0,44.2,18.1,690.0,2016,4,14,88.77272727272727
335,2016-04-14,2325FP01,396,35620,87,43,14.2,196.0,43.4,17.2,690.0,2016,4,14,89.94949494949495
336,2016-04-14,2341FP01,390,33118,87,43,13.6,190.0,42.24,24.3,690.0,2016,4,14,84.91794871794872
337,2016-04-14,3990EP01,392,33652,85,104,13.0,178.0,42.32,17.9,690.0,2016,4,14,85.84693877551021
338,2016-04-14,142FK01,380,34188,9,72,13.0,182.0,46.11,12.0,700.0,2016,4,14,89.96842105263158
339,2016-04-14,8082GT01,390,34338,9,72,12.0,190.0,47.69,11.7,700.0,2016,4,14,88.04615384615384
340,2016-04-14,497GZ03,446,39690,50,97,9.6,188.0,46.2,12.3,695.0,2016,4,14,88.99103139013452
341,2016-04-14,3952GY03,443,37845,18,104,13.1,198.0,42.23,16.2,690.0,2016,4,14,85.42889390519187
342,2016-04-14,9372EK03,472,40484,38,94,10.7,194.0,44.3,17.1,700.0,2016,4,14,85.77118644067797
343,2016-04-15,5470GZ01,453,38631,66,43,11.7,196.0,42.85,19.9,690.0,2016,4,15,85.27814569536424
344,2016-04-15,378FK01,431,36937,66,101,12.0,196.0,46.28,11.1,690.0,2016,4,15,85.70069605568446
345,2016-04-15,7518GB01,210,19590,73,99,16.2,192.0,41.8,27.8,690.0,2016,4,15,93.28571428571429
346,2016-04-15,1450GU01,465,37235,82,31,13.0,196.0,46.64,15.7,690.0,2016,4,15,80.0752688172043
347,2016-04-15,487GN01,441,36715,39,59,13.1,194.0,45.32,15.4,690.0,2016,4,15,83.25396825396825
348,2016-04-15,3014FC04,489,40171,82,27,13.0,198.0,45.4,19.7,680.0,2016,4,15,82.14928425357873
349,2016-04-15,1073FL01,422,35802,87,43,13.0,192.0,45.05,19.3,680.0,2016,4,15,84.8388625592417
350,2016-04-16,5869FB01,422,37014,39,104,14.0,189.0,40.12,22.6,690.0,2016,4,16,87.71090047393365
351,2016-04-16,7922GR01,412,37772,9,65,14.0,180.0,45.76,14.0,690.0,2016,4,16,91.67961165048544
352,2016-04-16,5486FJ01,452,39156,82,91,14.0,198.0,43.47,22.3,680.0,2016,4,16,86.6283185840708
353,2016-04-16,269EJ02,453,38395,84,43,14.0,188.0,44.08,20.9,690.0,2016,4,16,84.75717439293598
354,2016-04-16,5824HA01,399,37609,9,65,13.0,188.0,47.16,11.2,685.0,2016,4,16,94.25814536340852
355,2016-04-16,7375CB01,435,39721,78,92,13.5,174.0,45.23,13.8,695.0,2016,4,16,91.31264367816092
356,2016-04-18,1073FL01,447,37861,66,43,12.3,192.0,42.68,21.0,685.0,2016,4,18,84.70022371364654
357,2016-04-18,4329GZ01,470,39298,66,43,12.0,212.0,41.8,24.3,685.0,2016,4,18,83.61276595744681
358,2016-04-18,8592GZ01,377,33899,9,74,12.16,198.0,45.76,14.9,690.0,2016,4,18,89.91777188328912
359,2016-04-18,6763FV01,410,39562,66,43,12.7,194.0,45.05,16.6,685.0,2016,4,18,96.49268292682927
360,2016-04-18,7922GR01,423,37285,9,65,14.0,194.0,41.27,23.8,690.0,2016,4,18,88.14420803782505
361,2016-04-18,2666FG03,480,41824,11,94,12.0,206.0,45.4,18.7,695.0,2016,4,18,87.13333333333334
362,2016-04-18,3990EP01,460,37400,18,46,13.0,204.0,41.8,26.8,685.0,2016,4,18,81.30434782608695
363,2016-04-18,1440ET02,434,37122,11,41,12.0,188.0,47.16,13.8,695.0,2016,4,18,85.53456221198157
364,2016-04-18,7364GV01,467,37833,18,46,14.0,200.0,41.0,31.7,685.0,2016,4,18,81.01284796573876
365,2016-04-18,3876EX01,391,34509,9,72,12.0,173.0,46.64,8.3,690.0,2016,4,18,88.25831202046035
366,2016-04-18,3014FC04,465,39879,32,124,13.0,184.0,40.48,31.2,680.0,2016,4,18,85.76129032258065
367,2016-04-19,2116FG02,452,39956,11,94,12.0,200.0,42.41,25.2,695.0,2016,4,19,88.39823008849558
368,2016-04-19,2480FH01,370,32130,9,65,12.5,212.0,43.82,19.2,690.0,2016,4,19,86.83783783783784
369,2016-04-19,9728FL01,449,40583,32,32,12.7,192.0,47.25,19.0,685.0,2016,4,19,90.38530066815144
370,2016-04-19,5824HA01,411,36393,9,65,13.0,208.0,42.59,19.4,690.0,2016,4,19,88.54744525547446
371,2016-04-19,2341FP01,455,34153,18,43,13.0,200.0,39.86,29.1,685.0,2016,4,19,75.06153846153846
372,2016-04-19,5470GZ01,449,37819,66,43,13.0,190.0,46.99,16.4,685.0,2016,4,19,84.22939866369711
373,2016-04-20,2325FP01,437,36327,66,43,14.5,185.0,39.95,26.4,685.0,2016,4,20,83.12814645308924
374,2016-04-20,1131FJ01,380,34256,43,80,12.06,174.0,45.49,15.5,690.0,2016,4,20,90.14736842105263
375,2016-04-20,730GH02,469,38175,66,43,12.0,208.0,41.71,27.1,685.0,2016,4,20,81.39658848614073
376,2016-04-20,378FK01,500,37372,82,31,12.4,216.0,45.67,17.8,685.0,2016,4,20,74.744
377,2016-04-20,833GG01,455,36993,66,43,11.0,204.0,43.29,21.2,685.0,2016,4,20,81.30329670329671
378,2016-04-20,8853FL02,474,39994,38,94,10.0,192.0,44.35,13.8,695.0,2016,4,20,84.37552742616033
379,2016-04-20,209FC01,450,40422,32,124,12.0,192.0,46.81,13.0,680.0,2016,4,20,89.82666666666667
380,2016-04-20,2344FP01,391,35709,62,49,12.0,176.0,46.64,9.2,685.0,2016,4,20,91.32736572890026
381,2016-04-20,5490GZ01,416,35860,18,43,10.7,192.0,41.36,23.4,685.0,2016,4,20,86.20192307692308
382,2016-04-21,5869FB01,432,37564,39,102,12.6,176.0,43.12,17.4,680.0,2016,4,21,86.95370370370371
383,2016-04-21,1073FL01,411,34945,87,43,15.6,194.0,39.42,26.1,685.0,2016,4,21,85.02433090024331
384,2016-04-21,4329GZ01,448,36156,87,43,19.0,198.0,39.24,32.7,685.0,2016,4,21,80.70535714285714
385,2016-04-21,6805FJ01,440,38828,82,31,12.6,208.0,41.88,23.4,685.0,2016,4,21,88.24545454545455
386,2016-04-21,5922AY02,363,28649,87,47,12.0,200.0,42.24,24.0,685.0,2016,4,21,78.9228650137741
387,2016-04-22,3812GX01,463,42497,60,61,11.0,192.0,44.17,15.8,685.0,2016,4,22,91.78617710583153
388,2016-04-22,6091EH01,454,40154,54,96,13.0,195.0,46.28,15.7,695.0,2016,4,22,88.44493392070484
389,2016-04-22,3831FJ02,522,41482,66,43,12.4,210.0,43.12,18.8,685.0,2016,4,22,79.46743295019157
390,2016-04-23,833GG01,446,36318,87,43,12.2,196.0,47.52,16.2,685.0,2016,4,23,81.4304932735426
391,2016-04-23,4070GZ01,466,39822,66,43,12.0,200.0,42.94,22.0,685.0,2016,4,23,85.45493562231759
392,2016-04-23,6411CV02,435,35729,87,43,13.0,205.0,46.8,14.8,685.0,2016,4,23,82.13563218390804
393,2016-04-23,3014FC04,474,39844,32,124,12.7,196.0,44.8,18.2,680.0,2016,4,23,84.05907172995781
394,2016-04-23,378FK01,470,37662,82,31,14.0,210.0,43.64,25.1,680.0,2016,4,23,80.13191489361702
395,2016-04-23,2344FP01,451,37949,66,43,14.0,192.0,42.41,24.6,685.0,2016,4,23,84.14412416851441
396,2016-04-23,7375CB01,434,39622,78,96,14.3,192.0,46.11,16.4,695.0,2016,4,23,91.29493087557604
397,2016-04-25,2341FP01,369,32715,60,50,11.0,174.0,43.12,16.1,650.0,2016,4,25,88.65853658536585
398,2016-04-25,4326GZ01,482,40878,66,43,12.2,193.0,41.44,22.7,650.0,2016,4,25,84.80912863070539
399,2016-04-26,2535FP01,428,36632,87,43,13.5,191.0,41.09,23.6,650.0,2016,4,26,85.58878504672897
400,2016-04-27,833GG01,414,36618,87,43,13.0,194.0,38.36,31.8,650.0,2016,4,27,88.44927536231884
401,2016-04-27,1131FJ01,365,32331,43,80,12.5,184.0,46.72,10.6,675.0,2016,4,27,88.57808219178082
402,2016-04-27,7798FJ01,479,39429,82,27,12.0,220.0,45.76,17.7,640.0,2016,4,27,82.3152400835073
403,2016-04-27,8728EL02,476,41080,11,28,14.0,200.0,42.85,25.6,680.0,2016,4,27,86.30252100840336
404,2016-04-27,8592GZ01,406,35370,9,72,13.0,180.0,46.55,11.7,690.0,2016,4,27,87.11822660098522
405,2016-04-27,4048GP01,450,38214,32,32,14.0,180.0,45.49,18.0,650.0,2016,4,27,84.92
406,2016-04-27,5470GZ01,434,37530,66,43,14.0,170.0,36.43,57.5,650.0,2016,4,27,86.47465437788019
407,2016-04-27,2666FG02,482,40126,38,28,12.4,178.0,42.5,12.5,680.0,2016,4,27,83.24896265560166
408,2016-04-27,5066FL01,563,41169,66,43,12.0,201.0,40.12,26.3,650.0,2016,4,27,73.12433392539964
409,2016-04-27,5824HA01,436,38084,9,63,13.0,180.0,42.76,18.3,675.0,2016,4,27,87.34862385321101
410,2016-04-28,8082GT01,394,35010,9,72,13.0,191.0,43.38,21.9,680.0,2016,4,28,88.85786802030456
411,2016-04-28,9446EL03,396,37820,69,39,12.7,189.0,47.16,20.1,650.0,2016,4,28,95.5050505050505
412,2016-04-29,7405EC03,473,40535,38,28,13.0,198.0,44.26,14.5,675.0,2016,4,29,85.69767441860465
413,2016-04-29,2344FP01,515,41273,66,48,15.5,184.0,43.73,20.2,650.0,2016,4,29,80.14174757281553
414,2016-04-29,8592GZ01,395,34905,9,72,14.69,199.0,44.08,21.2,680.0,2016,4,29,88.36708860759494
415,2016-04-30,2480FH01,390,33046,9,63,17.0,189.0,39.51,27.5,640.0,2016,4,30,84.73333333333333
416,2016-04-30,7922GR01,429,35731,9,63,14.0,188.0,42.5,22.4,640.0,2016,4,30,83.28904428904428
417,2016-04-30,2342FP01,480,39616,66,43,13.0,190.0,46.11,14.4,650.0,2016,4,30,82.53333333333333
418,2016-04-30,833GG01,409,35259,87,43,13.7,202.0,42.41,25.4,650.0,2016,4,30,86.20782396088019
419,2016-05-03,1073FL01,459,39785,60,49,12.6,192.0,43.64,14.6,650.0,2016,5,3,86.67755991285404
420,2016-05-03,5869FB01,419,36265,85,104,16.16,188.0,43.64,20.4,660.0,2016,5,3,86.55131264916467
421,2016-05-03,1379FT01,322,28626,16,28,15.0,186.0,43.82,17.9,660.0,2016,5,3,88.90062111801242
422,2016-05-03,833GG01,436,38112,87,43,14.6,196.0,43.64,20.4,650.0,2016,5,3,87.41284403669725
423,2016-05-04,5470GZ01,478,38074,66,43,13.7,188.0,40.3,27.6,650.0,2016,5,4,79.65271966527196
424,2016-05-04,2658AI01,406,37790,32,32,15.5,198.0,44.17,17.6,650.0,2016,5,4,93.07881773399015
425,2016-05-04,378FK01,425,37367,39,104,12.0,192.0,45.93,13.4,660.0,2016,5,4,87.92235294117647
426,2016-05-04,2341FP01,420,34624,66,43,14.0,191.0,41.97,23.3,650.0,2016,5,4,82.43809523809524
427,2016-05-04,8592GZ01,396,35160,9,72,14.0,184.0,45.4,11.9,670.0,2016,5,4,88.78787878787878
428,2016-05-04,9903FH03,492,40264,11,28,13.66,198.0,40.12,31.2,595.0,2016,5,4,81.83739837398375
429,2016-05-04,4070GZ01,489,39971,66,43,12.0,188.0,43.82,16.8,650.0,2016,5,4,81.7402862985685
430,2016-05-04,2013GP01,235,20697,32,32,10.0,188.0,43.47,16.9,650.0,2016,5,4,88.07234042553192
431,2016-05-05,5824HA,432,35688,9,63,15.4,198.0,41.8,25.7,640.0,2016,5,5,82.61111111111111
432,2016-05-05,487GH01,492,37632,26,104,13.7,198.0,42.32,23.8,630.0,2016,5,5,76.48780487804878
433,2016-05-05,6384FV04,456,40780,19,97,16.5,188.0,44.26,17.9,650.0,2016,5,5,89.4298245614035
434,2016-05-05,8728EL02,481,40735,11,28,14.0,188.0,40.3,30.6,660.0,2016,5,5,84.6881496881497
435,2016-05-05,6093HA01,471,41057,60,58,14.03,187.0,45.05,12.4,650.0,2016,5,5,87.16985138004246
436,2016-05-05,1131FJ01,390,34274,43,80,14.6,182.0,43.64,17.7,675.0,2016,5,5,87.88205128205128
437,2016-05-05,1424FK01,398,36090,9,72,16.0,200.0,46.46,16.5,670.0,2016,5,5,90.678391959799
438,2016-05-06,6920FH01,455,37453,66,43,13.0,198.0,43.56,28.4,630.0,2016,5,6,82.31428571428572
439,2016-05-07,2341FP01,490,41094,66,43,14.96,190.0,42.76,18.4,630.0,2016,5,7,83.86530612244898
440,2016-05-07,8083AV02,426,36302,87,43,15.0,198.0,46.55,16.9,630.0,2016,5,7,85.21596244131456
441,2016-05-07,217EJ04,464,39952,50,97,22.47,180.0,43.47,21.4,625.0,2016,5,7,86.10344827586206
442,2016-05-09,2325FP01,421,36615,60,49,16.0,170.0,42.24,16.8,640.0,2016,5,9,86.97149643705463
443,2016-05-09,2342FP01,417,36803,87,43,16.0,193.0,40.65,24.5,640.0,2016,5,9,88.25659472422062
444,2016-05-09,3876EX01,397,35455,9,72,9.7,206.0,46.46,13.8,665.0,2016,5,9,89.3073047858942
